CustomerID,Recency,Frequency,TotalSpend_x,AvgTransactionValue,LifetimeValue,CustomerLifetime,AvgDaysBetweenPurchases,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,LastPurchaseDate,FirstPurchaseDate,Frequency_30d,Spend_30d,Frequency_60d,Spend_60d,Frequency_90d,Spend_90d,Frequency_365d,Spend_365d,TotalPointsEarned,AvgPointsEarned,PointsTransactions,TotalPointsRedeemed,AvgPointsRedeemed,CurrentPointsBalance,CurrentTier,CurrentPointsPerDollar,RedemptionRate,EnrollmentDate,DaysSinceEnrollment,PointsPerDollarRatio,TierNumeric,TierChanges,DaysActive,ActiveMonths,UniqueProducts,UniqueCategories,TotalItemsPurchased,TotalTransactions_x,AvgBasketSize,PurchaseVelocity,ProductDiversity,RecentFrequency,RecentSpend,RecentAvgTransaction,RecentAvgBasketSize,HistoricalFrequency,HistoricalSpend,HistoricalAvgTransaction,HistoricalAvgBasketSize,FrequencyTrend,SpendingTrend,BasketSizeTrend,FrequencyTrendDirection,SpendingTrendDirection,TotalTransactions_y,TotalSpend_y,HolidayTransactions,HolidayActivityRatio,Q1_Transactions,Q2_Transactions,Q3_Transactions,Q4_Transactions,PreferredQuarter,AvgSatisfactionScore,AvgNPSScore,RecommendationRate
CUST_00011,180.0,9.0,4062.23,451.3589,4062.23,438.0,48.666666666666664,1.0,1.0,1.0,111.0,2024-07-04,2023-04-23,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2262.37,4063.0,451.44444444444446,9.0,0.0,0.0,4063.0,Bronze,1.0,0.0,2021-02-28,1402.0,1.0,1,0.0,2.0,14.0,9.0,8.0,21.0,9.0,10.5,0.6428571428571429,1.0,0.0,0.0,0.0,0.0,4.0,2262.37,565.5925,3.0,-0.8,-0.9995582,-0.75,decreasing,decreasing,9.0,4062.23,0.0,0.0,0.0,5.0,4.0,0.0,2.0,2.0,2.0,0.0
CUST_00012,526.0,2.0,1071.28,535.64,1071.28,0.0,0.0,1.0,1.0,1.0,111.0,2023-07-24,2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,535.5,2.0,0.0,0.0,1071.0,Bronze,1.0,0.0,2021-10-04,1184.0,1.0,1,0.0,1.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,1071.28,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
CUST_00013,77.0,18.0,4371.18,242.84334,4371.18,747.0,41.5,1.0,1.0,1.0,111.0,2024-10-15,2022-09-29,0.0,0.0,0.0,0.0,1.0,743.4,7.0,2023.65,4371.0,242.83333333333334,18.0,0.0,0.0,4371.0,Bronze,1.0,0.0,2022-05-31,945.0,1.0,1,0.0,7.0,25.0,17.0,11.0,46.0,18.0,6.571428571428571,0.72,0.9444444444444444,1.0,743.4,743.4,4.0,0.0,0.0,0.0,0.0,1.0,743.4,4.0,increasing,increasing,18.0,4371.18,2.0,0.1111111111111111,2.0,6.0,4.0,6.0,2.0,4.0,9.0,1.0
CUST_00014,81.0,44.0,17511.79,397.9952,17511.79,937.0,21.295454545454547,1.0,3.0,3.0,133.0,2024-10-11,2022-03-19,0.0,0.0,0.0,0.0,3.0,289.88,12.0,4743.1396,18656.0,424.0,44.0,8625.0,196.02272727272728,10031.0,Silver,1.15,0.4623177530017153,2020-11-14,1508.0,1.15,2,1.0,13.0,31.0,43.0,13.0,109.0,44.0,8.384615384615385,1.4193548387096775,0.9772727272727273,3.0,289.88,96.62667,2.0,2.0,530.72,265.36,2.0,0.3333333333333333,-0.4529451,0.0,increasing,decreasing,44.0,17511.79,14.0,0.3181818181818182,8.0,18.0,7.0,11.0,2.0,0.0,0.0,0.0
CUST_00015,42.0,45.0,18106.68,402.37067,18106.68,754.0,16.755555555555556,2.0,3.0,3.0,233.0,2024-11-19,2022-10-27,0.0,0.0,2.0,641.98,2.0,641.98,12.0,3672.43,19330.0,429.55555555555554,45.0,10011.0,222.46666666666667,9319.0,Silver,1.15,0.517899637868598,2022-09-10,843.0,1.15,2,1.0,13.0,25.0,44.0,14.0,126.0,45.0,9.692307692307692,1.8,0.9777777777777777,2.0,641.98,320.99,2.0,6.0,1473.83,245.63832,2.6666666666666665,-0.5714285714285714,-0.5640311,-0.1818181818181818,decreasing,decreasing,45.0,18106.68,15.0,0.3333333333333333,4.0,11.0,11.0,19.0,4.0,0.0,0.0,0.0
CUST_00016,8.0,44.0,16073.43,365.3052,16073.43,186.0,4.2272727272727275,4.0,3.0,2.0,432.0,2024-12-23,2024-06-20,5.0,1539.7,13.0,5595.46,21.0,7383.74,44.0,16073.43,17146.0,381.02222222222224,45.0,9393.0,208.73333333333332,7753.0,Silver,1.15,0.5478245654963256,2024-06-12,202.0,1.15,2,1.0,20.0,6.0,42.0,13.0,114.0,44.0,5.7,7.333333333333333,0.9545454545454546,21.0,7383.74,351.6067,2.5238095238095237,19.0,7333.68,385.98315,2.736842105263158,0.1,0.0068251183,-0.05700871898055001,stable,stable,44.0,16073.43,13.0,0.29545454545454547,0.0,4.0,19.0,21.0,4.0,0.0,0.0,0.0
CUST_00017,31.0,78.0,30695.27,393.52908,30695.27,1021.0,13.08974358974359,3.0,3.0,3.0,333.0,2024-11-30,2022-02-13,0.0,0.0,2.0,1298.4099,7.0,2413.65,31.0,13702.38,34429.0,441.3974358974359,78.0,18288.0,234.46153846153845,16141.0,Gold,1.25,0.5311801097911645,2021-11-24,1133.0,1.25,3,2.0,26.0,34.0,71.0,15.0,199.0,78.0,7.653846153846154,2.2941176470588234,0.9102564102564102,7.0,2413.65,344.80713,2.4285714285714284,7.0,1301.6399,185.94856,2.0,0.0,0.8536588,0.1428571428571428,stable,increasing,78.0,30695.27,24.0,0.3076923076923077,21.0,20.0,21.0,16.0,1.0,0.0,0.0,0.0
CUST_00018,32.0,12.0,4226.73,352.2275,4226.73,793.0,66.08333333333333,3.0,1.0,1.0,311.0,2024-11-29,2022-09-28,0.0,0.0,4.0,1006.4,4.0,1006.4,5.0,1024.25,4227.0,352.25,12.0,2702.0,225.16666666666666,1525.0,Bronze,1.0,0.6392240359593092,2021-02-18,1412.0,1.0,1,0.0,4.0,26.0,12.0,8.0,25.0,12.0,6.25,0.46153846153846156,1.0,4.0,1006.4,251.6,1.5,0.0,0.0,0.0,0.0,4.0,1006.4,1.5,increasing,increasing,12.0,4226.73,4.0,0.3333333333333333,1.0,0.0,7.0,4.0,3.0,2.0,3.0,0.0
CUST_00019,8.0,51.0,21435.4,420.30197,21435.4,392.0,7.686274509803922,4.0,3.0,3.0,433.0,2024-12-23,2023-11-27,5.0,4180.26,9.0,5388.1,14.0,6749.83,46.0,19394.41,23156.0,454.03921568627453,51.0,4457.0,87.3921568627451,18699.0,Silver,1.15,0.19247711176368976,2023-11-05,422.0,1.15,2,1.0,20.0,13.0,50.0,15.0,139.0,51.0,6.95,3.923076923076923,0.9803921568627451,14.0,6749.83,482.1307,2.5,8.0,2488.69,311.08624,2.5,0.6666666666666666,1.7115144,0.0,increasing,increasing,51.0,21435.4,23.0,0.45098039215686275,15.0,9.0,8.0,19.0,4.0,0.0,0.0,0.0
CUST_00020,34.0,12.0,2837.3,236.44167,2837.3,776.0,64.66666666666667,2.0,1.0,1.0,211.0,2024-11-27,2022-10-13,0.0,0.0,1.0,17.14,1.0,17.14,6.0,1112.29,2837.0,236.41666666666666,12.0,987.0,82.25,1850.0,Bronze,1.0,0.3479027141346493,2020-07-08,1637.0,1.0,1,0.0,4.0,25.0,12.0,10.0,27.0,12.0,6.75,0.48,1.0,1.0,17.14,17.14,2.0,0.0,0.0,0.0,0.0,1.0,17.14,2.0,increasing,increasing,12.0,2837.3,1.0,0.08333333333333333,5.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0
CUST_00021,15.0,43.0,13725.66,319.2014,13725.66,267.0,6.209302325581396,4.0,2.0,2.0,422.0,2024-12-16,2024-03-24,4.0,880.59,8.0,3163.95,9.0,3365.67,43.0,13725.66,14332.0,333.30232558139534,43.0,4427.0,102.95348837209302,9905.0,Silver,1.15,0.30888919899525535,2024-03-09,297.0,1.15,2,1.0,14.0,9.0,39.0,15.0,97.0,43.0,6.928571428571429,4.777777777777778,0.9069767441860465,9.0,3365.67,373.96332,2.2222222222222223,13.0,3129.3901,240.72232,1.9230769230769231,-0.2857142857142857,0.07547934,0.10233918128654972,decreasing,stable,43.0,13725.66,8.0,0.18604651162790697,1.0,20.0,13.0,9.0,2.0,0.0,0.0,0.0
CUST_00022,0.0,442.0,192579.38,435.69995,192579.38,60.0,0.13574660633484162,5.0,4.0,5.0,545.0,2024-12-31,2024-11-01,243.0,98394.24,442.0,192579.38,442.0,192579.38,442.0,192579.38,274870.0,614.9217002237136,447.0,110165.0,246.45413870246085,164705.0,Platinum,1.5,0.4007894641103067,2024-10-29,63.0,1.5,4,3.0,38.0,2.0,294.0,15.0,1281.0,442.0,22.875,221.0,0.665158371040724,442.0,192579.38,435.69995,2.8981900452488687,0.0,0.0,0.0,0.0,442.0,192579.38,2.8981900452488687,increasing,increasing,442.0,192579.38,442.0,1.0,0.0,0.0,0.0,442.0,4.0,4.0,9.0,1.0
CUST_00023,37.0,381.0,140294.86,368.22797,140294.86,617.0,1.6194225721784776,2.0,4.0,4.0,244.0,2024-11-24,2023-03-18,0.0,0.0,15.0,5999.3203,27.0,8859.28,207.0,76134.82,194228.0,509.78477690288713,381.0,79356.0,208.28346456692913,114872.0,Platinum,1.5,0.4085713697304199,2023-03-12,660.0,1.5,4,3.0,67.0,20.0,269.0,15.0,983.0,381.0,14.671641791044776,19.05,0.7060367454068242,27.0,8859.28,328.1215,2.3333333333333335,65.0,23241.11,357.55554,2.523076923076923,-0.5757575757575758,-0.6187833,-0.053857350800582175,decreasing,decreasing,381.0,140294.86,93.0,0.2440944881889764,73.0,111.0,117.0,80.0,3.0,3.0,5.0,0.0
CUST_00024,39.0,58.0,24990.41,430.86914,24990.41,986.0,17.0,2.0,3.0,3.0,233.0,2024-11-22,2022-03-12,0.0,0.0,3.0,230.38,3.0,230.38,20.0,7634.33,27257.0,469.94827586206895,58.0,19504.0,336.2758620689655,7753.0,Silver,1.15,0.7155593058663829,2021-08-02,1247.0,1.15,2,1.0,15.0,32.0,56.0,14.0,163.0,58.0,10.866666666666667,1.8125,0.9655172413793104,3.0,230.38,76.793335,2.3333333333333335,7.0,2563.8901,366.27002,2.2857142857142856,-0.5,-0.90978956,0.01449275362318849,decreasing,decreasing,58.0,24990.41,19.0,0.3275862068965517,11.0,11.0,25.0,11.0,3.0,0.0,0.0,0.0
CUST_00025,11.0,22.0,10227.28,464.87637,10227.28,706.0,32.09090909090909,4.0,2.0,2.0,422.0,2024-12-20,2023-01-14,3.0,1265.12,3.0,1265.12,3.0,1265.12,7.0,3055.12,10283.0,467.40909090909093,22.0,4390.0,199.54545454545453,5893.0,Silver,1.15,0.426918214528834,2022-10-10,813.0,1.15,2,1.0,8.0,23.0,21.0,12.0,62.0,22.0,7.75,0.9565217391304348,0.9545454545454546,3.0,1265.12,421.70667,2.6666666666666665,2.0,1186.3,593.15,3.0,0.3333333333333333,0.06638587,-0.08333333333333337,increasing,stable,22.0,10227.28,12.0,0.5454545454545454,6.0,3.0,6.0,7.0,4.0,5.0,10.0,1.0
CUST_00026,15.0,40.0,16262.5,406.5625,16262.5,473.0,11.825,4.0,2.0,2.0,422.0,2024-12-16,2023-08-31,2.0,1375.9299,3.0,1499.31,6.0,2555.24,25.0,10595.42,17268.0,431.7,40.0,4356.0,108.9,12912.0,Silver,1.15,0.2522585128561501,2023-07-18,532.0,1.15,2,1.0,15.0,16.0,39.0,12.0,105.0,40.0,7.0,2.5,0.975,6.0,2555.24,425.87332,2.6666666666666665,6.0,1391.07,231.84499,2.1666666666666665,0.0,0.836287,0.15789473684210528,stable,increasing,40.0,16262.5,12.0,0.3,8.0,5.0,16.0,11.0,3.0,0.0,0.0,0.0
CUST_00027,4.0,10.0,5269.12,526.912,5269.12,33.0,3.3,5.0,1.0,1.0,511.0,2024-12-27,2024-11-24,8.0,4017.76,10.0,5269.12,10.0,5269.12,10.0,5269.12,5269.0,526.9,10.0,0.0,0.0,5269.0,Bronze,1.0,0.0,2024-11-12,49.0,1.0,1,0.0,4.0,1.0,10.0,8.0,33.0,10.0,8.25,10.0,1.0,10.0,5269.12,526.912,3.3,0.0,0.0,0.0,0.0,10.0,5269.12,3.3,increasing,increasing,10.0,5269.12,10.0,1.0,0.0,0.0,0.0,10.0,4.0,3.0,7.0,1.0
CUST_00028,58.0,42.0,18550.54,441.6795,18550.54,959.0,22.833333333333332,2.0,2.0,3.0,223.0,2024-11-03,2022-03-20,0.0,0.0,3.0,2189.76,3.0,2189.76,16.0,8031.16,19833.0,472.2142857142857,42.0,6919.0,164.73809523809524,12914.0,Silver,1.15,0.3488630061009429,2020-03-20,1747.0,1.15,2,1.0,14.0,32.0,39.0,14.0,113.0,42.0,8.071428571428571,1.3125,0.9285714285714286,3.0,2189.76,729.92,3.3333333333333335,4.0,2139.82,534.955,2.5,-0.2,0.023327481,0.23809523809523814,decreasing,stable,42.0,18550.54,10.0,0.23809523809523808,12.0,11.0,11.0,8.0,1.0,3.0,5.0,0.0
CUST_00029,3.0,40.0,14787.69,369.69226,14787.69,513.0,12.825,5.0,2.0,2.0,522.0,2024-12-28,2023-08-03,4.0,1094.15,7.0,3578.19,7.0,3578.19,27.0,10035.6,15515.0,387.875,40.0,5821.0,145.525,9694.0,Silver,1.15,0.3751853045439897,2023-07-07,543.0,1.15,2,1.0,17.0,17.0,39.0,14.0,107.0,40.0,6.294117647058823,2.3529411764705883,0.975,7.0,3578.19,511.16998,3.5714285714285716,6.0,1244.76,207.46,2.0,0.14285714285714285,1.8730974,0.5238095238095238,increasing,increasing,40.0,14787.69,15.0,0.375,4.0,9.0,12.0,15.0,4.0,3.0,5.0,0.0
CUST_00030,21.0,341.0,124567.12,365.29947,124567.12,1061.0,3.1114369501466275,3.0,4.0,4.0,344.0,2024-12-10,2022-01-14,7.0,2657.43,17.0,5522.84,23.0,7565.4897,108.0,34375.11,171555.0,498.7063953488372,344.0,79701.0,231.6889534883721,91854.0,Platinum,1.5,0.4645798723441462,2020-05-22,1684.0,1.5,4,3.0,60.0,35.0,253.0,15.0,885.0,341.0,14.75,9.742857142857142,0.7419354838709677,23.0,7565.4897,328.93433,2.5652173913043477,33.0,11289.85,342.11667,2.8484848484848486,-0.29411764705882354,-0.3298565,-0.07360492981855536,decreasing,decreasing,341.0,124567.12,104.0,0.30498533724340177,81.0,81.0,101.0,78.0,3.0,4.0,9.0,1.0
CUST_00031,25.0,20.0,8657.16,432.858,8657.16,937.0,46.85,3.0,2.0,2.0,322.0,2024-12-06,2022-05-14,1.0,922.0,1.0,922.0,1.0,922.0,9.0,3720.96,8657.0,432.85,20.0,0.0,0.0,8657.0,Bronze,1.0,0.0,2020-11-21,1501.0,1.0,1,0.0,9.0,31.0,19.0,9.0,58.0,20.0,6.444444444444445,0.6451612903225806,0.95,1.0,922.0,922.0,5.0,3.0,1913.8999,637.9666,3.6666666666666665,-0.5,-0.51799047,0.2857142857142858,decreasing,decreasing,20.0,8657.16,3.0,0.15,2.0,10.0,7.0,1.0,2.0,0.0,0.0,0.0
CUST_00032,79.0,56.0,24473.28,437.02286,24473.28,956.0,17.071428571428573,1.0,3.0,3.0,133.0,2024-10-13,2022-03-02,0.0,0.0,0.0,0.0,1.0,291.34,8.0,3604.29,26660.0,476.07142857142856,56.0,9512.0,169.85714285714286,17148.0,Silver,1.15,0.35678919729932485,2021-03-05,1397.0,1.15,2,1.0,17.0,31.0,55.0,13.0,139.0,56.0,8.176470588235293,1.8064516129032258,0.9821428571428571,1.0,291.34,291.34,1.0,1.0,101.13,101.13,1.0,0.0,1.8624302,0.0,stable,increasing,56.0,24473.28,12.0,0.21428571428571427,11.0,20.0,13.0,12.0,2.0,0.0,0.0,0.0
CUST_00033,302.0,8.0,4303.09,537.8862,4303.09,405.0,50.625,1.0,1.0,1.0,111.0,2024-03-04,2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2149.28,4304.0,538.0,8.0,2230.0,278.75,2074.0,Bronze,1.0,0.5181226765799256,2020-10-22,1531.0,1.0,1,0.0,2.0,13.0,7.0,6.0,22.0,8.0,11.0,0.6153846153846154,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.0,4303.09,4.0,0.5,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_00034,9.0,63.0,24307.959,385.8406,24307.959,635.0,10.079365079365079,4.0,3.0,3.0,433.0,2024-12-22,2023-03-28,2.0,742.55005,7.0,3126.34,12.0,6394.6,33.0,13985.54,26501.0,420.6507936507937,63.0,4765.0,75.63492063492063,21736.0,Silver,1.15,0.17980453567789895,2023-02-02,698.0,1.15,2,1.0,22.0,21.0,60.0,15.0,165.0,63.0,7.5,3.0,0.9523809523809523,12.0,6394.6,532.88336,2.5833333333333335,6.0,2403.6501,400.60837,2.8333333333333335,0.8571428571428571,1.6596801,-0.06521739130434782,increasing,increasing,63.0,24307.959,17.0,0.2698412698412698,11.0,19.0,13.0,20.0,4.0,0.0,0.0,0.0
CUST_00035,2.0,884.0,349929.75,395.84814,349929.75,1086.0,1.2285067873303168,5.0,5.0,5.0,555.0,2024-12-29,2022-01-08,21.0,8083.36,42.0,16438.71,62.0,25920.041,263.0,103742.85,513388.0,576.1930415263748,891.0,230164.0,258.320987654321,283224.0,Platinum,1.5,0.4483236850101677,2021-02-02,1428.0,1.5,4,3.0,107.0,36.0,416.0,15.0,2294.0,884.0,21.439252336448597,24.555555555555557,0.47058823529411764,62.0,25920.041,418.0652,2.6451612903225805,72.0,27466.041,381.47278,2.5277777777777777,-0.136986301369863,-0.056285642,0.033274066548133086,decreasing,stable,884.0,349929.75,289.0,0.3269230769230769,215.0,230.0,231.0,208.0,3.0,0.0,0.0,0.0
CUST_00036,12.0,328.0,131969.8,402.34695,131969.8,1070.0,3.2621951219512195,4.0,4.0,4.0,444.0,2024-12-19,2022-01-14,14.0,6615.69,21.0,10375.09,32.0,15600.94,111.0,44313.16,182942.0,554.369696969697,330.0,48287.0,146.3242424242424,134655.0,Platinum,1.5,0.2639470433252069,2020-07-11,1634.0,1.5,4,3.0,56.0,35.0,251.0,15.0,878.0,328.0,15.678571428571429,9.371428571428572,0.7652439024390244,32.0,15600.94,487.5294,3.1875,24.0,9730.24,405.42667,2.375,0.32,0.6032839,0.24074074074074073,increasing,increasing,328.0,131969.8,117.0,0.3567073170731707,77.0,72.0,81.0,98.0,4.0,0.0,0.0,0.0
CUST_00037,96.0,933.0,368367.28,394.82025,368367.28,784.0,0.8403001071811361,1.0,5.0,5.0,155.0,2024-09-26,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,349.0,135535.73,539493.0,574.5399361022364,939.0,197672.0,210.5133120340788,341821.0,Platinum,1.5,0.36640327121945976,2022-07-24,891.0,1.5,4,3.0,114.0,26.0,429.0,15.0,2422.0,933.0,21.24561403508772,35.88461538461539,0.45980707395498394,0.0,0.0,0.0,0.0,107.0,39311.75,367.39954,2.439252336448598,-0.9907407407407407,-0.99997455,-0.7092391304347826,decreasing,decreasing,933.0,368367.28,305.0,0.32690246516613075,256.0,178.0,284.0,215.0,3.0,0.0,0.0,0.0
